file,loc,sha256,FindObject,ResourcesLoad,NewGameObject,AddComponent,RuntimeInitialize,PlayerPrefs,direct_monobehaviours
Assets/Scripts/Characters/CharacterVisualProfile.cs,145,02d988ff5cfec8bede2d6606d6db48507b2eb564f5fa0123861883bea1d5634b,0,0,0,0,0,0,
Assets/Scripts/Characters/DiningRoomSeatedGuestOcclusionController.cs,153,f8cf94706f213061e36071563a154123e03099da6a19c3529ac349ca55024e12,1,0,0,1,0,0,DiningRoomSeatedGuestOcclusionController
Assets/Scripts/Characters/DiningRoomSeatedGuestOcclusionException.cs,277,7a93572692c5080600e4ad99e1444569a1ebaaddbfa4fde19a8b0d07a91f5773,0,0,0,1,0,0,DiningRoomSeatedGuestOcclusionException
Assets/Scripts/Characters/GuestRoomScaleApplier.cs,813,cb3eada7a832e3aa28f756ecf456bb8122eae0ac7127bf5399bd86c1fa02ce6e,5,0,0,1,0,0,GuestRoomScaleApplier
Assets/Scripts/Characters/GuestRoomScaleCalibration.cs,371,5b1badede4bf851830821636e2eab3c5941f30abfdd4d867e8fd1fa088df1da1,1,0,0,0,0,0,GuestRoomScaleCalibration
Assets/Scripts/Characters/GuestRoomStageScaleUtility.cs,188,8e9869d4fe47da4f2b70c13fc2cfdf72d6f916823f8d082db4d6392944b925d4,2,0,0,0,0,0,
Assets/Scripts/Characters/GuestScaleParticipant.cs,748,5fec7ade513cdbba7333f07970e5483b8cb9a131968e7b0343ec6af43b33cf39,2,0,0,0,0,0,GuestScaleParticipant
Assets/Scripts/Characters/RoomPersonWalker2D.cs,803,fb003a698e78b63fef15c180307c6c1046741602639e7f9edcf8e4857b93ae21,1,0,0,0,0,0,RoomPersonWalker2D
Assets/Scripts/Characters/RoomPerspectiveProfile.cs,262,ef145b933ebf7d30d7e8f5ced5450749eb2dc5fe93c2852ced3d05fee26fee83,0,0,0,0,0,0,
Assets/Scripts/Characters/RoomProjectedEntity.cs,1229,593595a7722993c01ef73d4afa2d61026e4f82811d49b7d432c302a65c957574,3,0,0,0,0,0,RoomProjectedEntity
Assets/Scripts/Characters/WorldYSortSpriteRenderer.cs,176,e85c62dc7499f124565c3c1158ebd3a1072740c3e437efb8876da2ad5af050ce,1,0,0,0,0,0,WorldYSortSpriteRenderer
Assets/Scripts/Characters/YSortSolidObstacle2D.cs,91,b9834dbaf5138b9487f3d7b43207c5c14a4b108d1a02a5d1b5d5c4fcf164bf85,0,0,0,0,0,0,YSortSolidObstacle2D
Assets/Scripts/Environment/RoomEnvironmentMarker.cs,40,eb21bf93d692975d3be5564d0af4a639682f3877bac80f9974382f7701ee8c1d,0,0,0,0,0,0,RoomEnvironmentMarker
Assets/Scripts/Lighting/NoPostProcessRenderLayer.cs,60,6ad2346d0fd8564c127bdf6477ec8a17c1f6a37e6a08c9be8d0ea57363893ee3,0,0,0,0,0,0,NoPostProcessRenderLayer
Assets/Scripts/Lighting/PostProcessBypassCamera.cs,158,b17d1d7de49a8b98026618719fd72d3951a289752fc646fc35b5cc4db1fa2fa8,1,0,1,1,0,0,PostProcessBypassCamera
Assets/Scripts/Lighting/RoomLightOverlay.cs,421,5a408021035f3dbdd557b80716930ccef5d26d78398d715dd3fe0fa8576cd0df,0,0,0,0,0,0,RoomLightOverlay
Assets/Scripts/Lighting/RoomLightingController.cs,777,6fdf7bdbe54ae5ba0c5487634ae2c4e5d64fc19c6e6a5d8144d147137fc7c851,4,1,4,5,0,0,
Assets/Scripts/Lighting/RoomLightingPreset.cs,44,4497d9fcdd9ff0bef2b9cb791d7cc1abdea2958d4568a97fc5cf7281b8e99ba7,0,0,0,0,0,0,
Assets/Scripts/MainMenuController.cs,1516,ac75d05f3eaedf216c3ec8f1a281e494bfc679b31a0a291ef777527d11f3fbd6,3,0,15,1,0,0,MainMenuController
Assets/Scripts/Navigation/DoorButton.cs,190,3869168650c8132e207fc2bc1eb1329c690b5eac2142d753449401dcdf123b0a,1,0,0,0,0,0,DoorButton
Assets/Scripts/Navigation/DoorCameraSequence.cs,92,28d4de65604ca4cc675145e66b019bf07af5c0ee060389ed1e51b8022a02664e,0,0,0,0,0,0,
Assets/Scripts/Navigation/DoorDataParser.cs,173,fc0de0dbfafea306f2432a283c6e6d5af46c308395c7687ef3981b292cb33a63,0,0,0,0,0,0,
Assets/Scripts/Navigation/DoorPromptSequenceController.cs,274,1df3a04ad7b861d35720eec5da8c375cc92e39b8eba45ff911ee0e9487acc64f,3,1,1,0,0,0,DoorPromptSequenceController
Assets/Scripts/Navigation/DoorTriggerNavigation.cs,1423,37a5cc3a84937d8946557dc6b2e12b3a730ae92c24e6ebea61f18ca45c3246c6,4,2,0,0,1,0,DoorTriggerNavigation
Assets/Scripts/Navigation/ObjectMovementBlocker2D.cs,179,700da61bfec106c114c48f9be426c4581299bfdf5bd1d1486bb0920867790c5b,0,0,0,0,0,0,ObjectMovementBlocker2D
Assets/Scripts/Navigation/RoomContentGroup.cs,256,2e326000243b12f6bf243bb6d88342100cde82a0b9a1d96d312e6ca1f80a96f8,0,0,0,0,0,0,RoomContentGroup
Assets/Scripts/Navigation/RoomNavigationManager.cs,1437,0417c5e8dae0a06508f246c8d76dbe76955b132dc613546b8b39b1504de7b7f1,16,3,1,0,0,0,
Assets/Scripts/Navigation/RoomVisualCatalog.cs,45,b4f13f7b9b7408417349da34bfb2bdba0f94f1153a5a95723ecebfd2d9ecb82c,0,0,0,0,0,0,
Assets/Scripts/Oddities/OdditySpriteAnimator.cs,246,3202fd562a345dfcac11fc92f5ff6b2a21c1a92421b5e5116d41dca28e014e95,0,0,0,0,0,0,OdditySpriteAnimator
Assets/Scripts/PlayerMovement.cs,300,31c9b36c0da4d8d2400eecf69af5cef09a40479fbdb46db59a5a83631937875b,0,0,0,0,0,0,PlayerMovement
Assets/Scripts/PointClickPlayerMovement.cs,4414,1fd261c396bc0f8fdaa7afe91f2f0f6467b5297b2481027466f9f7c143227869,14,0,0,1,0,0,PointClickPlayerMovement
Assets/Scripts/StaticFrameGroup.cs,68,a6e9bfe9198618604874867332b8057010a882673c4a5e33f99b527c2024080a,0,0,0,0,0,0,
Assets/Scripts/StaticNoisePlayer.cs,305,72ec16941ba8525c25778164fa389c07a937790fdd6c1dc12e045c9ce00e8bc4,0,0,0,0,0,0,StaticNoisePlayer
Assets/Scripts/StaticSet.cs,35,102d81689aba1e00eb5597e6f8c639fc6c11d111743c6dc53509bc58fdbb7489,0,0,0,0,0,0,
Assets/Scripts/StaticSetImagePlayer.cs,288,5917df17424f54974dd13fddda9f9de158dd1b818a0597ea3da17c3c2fa4c9f0,0,0,0,0,0,0,StaticSetImagePlayer
Assets/Scripts/Story/ActorRoomState.cs,1012,a38f215b57e4ab61f116346c6b7cfaf288d5b92dba60db422dec6f3e5842e684,3,0,0,0,0,0,ActorRoomState
Assets/Scripts/Story/ChapterClock.cs,110,7ab87a658374eb9642f25cc90c98fb167915fefcb386b372e4b849cb1ff237e7,0,0,0,0,0,0,
Assets/Scripts/Story/ChapterEventScheduler.cs,188,f0056bb16d3fc8b9557d33126fede3322c4d9cd691ce2621966c62cf4a73fb11,0,0,0,0,0,0,
Assets/Scripts/Story/ChapterIntroUI.cs,211,e657697345c484e383db69e5768c1a5ec2f2fc1cb089b23f33890db3aa08e432,0,0,0,0,0,0,ChapterIntroUI
Assets/Scripts/Story/ChapterManager.cs,619,861c09839ddf7b50f6cc2482ad27a5dbf7e5890abff16e4e83382e5e3a5a8edc,0,0,0,0,0,0,
Assets/Scripts/Story/CoatCloset.cs,43,652a66bdc0bb4453f7a350862423482f26c46687e055503efc2c194e301293a8,0,0,0,0,0,0,CoatCloset
Assets/Scripts/Story/DoorbellSystem.cs,223,8e5ae769b3616e186be9497ef5218f6d189e76215a18b48c84fc25b47995c84f,0,0,0,0,0,0,DoorbellSystem
Assets/Scripts/Story/GameplayRuntimeState.cs,55,1715d0c2f73ca80b5615794f07ffc583f3568c0a475cbb412b61edd4a89b3d09,0,0,0,0,1,0,
Assets/Scripts/Story/NPCWaypointMover.cs,245,98b32aea8b442dd0ecc52979f3771d824dfd4cb1ddccfae45866d776456dbb16,0,0,0,0,0,0,NPCWaypointMover
Assets/Scripts/Story/RoomAnchor.cs,73,24692d69b8889c20f10a7db220685942dc1fee11075c360764e0b996b6c2a1f1,0,0,0,0,0,0,RoomAnchor
Assets/Scripts/UI/CursorStyleCatalog.cs,151,e01bb46c0695870676f9e1f6ef69265ca67cb377d7680523528b06163501ff33,0,1,0,0,0,3,
Assets/Scripts/UI/NavigationCursorHoverTarget.cs,100,e82ebf78e5b957d6319e5e8471528aa46014b47a75bf3e94d897dd6c6bc7af71,0,0,0,0,0,0,NavigationCursorHoverTarget
Assets/Scripts/UI/PostProcessSafeCanvasUtility.cs,125,af5f76cac6062a8f1acdfb6c5d916912f83f1fedfc28fbe2ed1db92607f8f196,3,0,1,3,0,0,
Assets/Scripts/UI/RuntimeSettingsMenu.cs,1461,bcb0dabf08665584e43a1eac1f0abcf3acc7a9f8025a04cfb914beca8e5c6535,0,0,12,8,0,0,RuntimeSettingsMenu | DebugSliderDragTarget
Assets/Scripts/UI/SpeakingCharacterIndicator.cs,626,eb225e9a9ea10a63108c82202a03aff4c5d5500535c16d683882eed42d67293b,5,1,1,1,0,0,SpeakingCharacterIndicator
Assets/Scripts/UI/SubtitleLine.cs,14,7ce3521c20ebebac91387915ec46b223bcfd8cf6c2dbabc7421aee8fd748c17a,0,0,0,0,0,0,
Assets/Scripts/UI/SubtitleLineBank.cs,68,942b3e99275114dbe5affdcdae9e0cf9cbe160c11687d0c90f22d1a757a06916,0,0,0,0,0,0,
Assets/Scripts/UI/SubtitleService.cs,783,55b4315091c020d79eb15e5a30f5d4ac695ac2380a215aed581da29f8a9a5b91,2,0,6,2,0,0,
Assets/Scripts/UrpPostProcessingBootstrap.cs,66,c0c27f893588c90de77680ba418dd6ee13acd7985a7ba099e343202f2b7b15af,1,0,0,1,1,0,
Assets/_Chateau/Runtime/Core/ChateauBehaviour.cs,78,565840e1e0f4786e36c4aac39ef86655e3c2de7f1462873f90c4dc96d157f7c5,0,0,0,0,0,0,ChateauBehaviour
Assets/_Chateau/Runtime/Core/GameContext.cs,26,446f0fb520ba281aa0f9f33d64b5fb3728b81e5d5b994d2226ff77aadea4ddc5,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Core/GameRoot.cs,258,2493304bbff6aee519ab858adb24347efcc9a069ed3f91b03f11042c16631a41,0,0,0,0,0,0,GameRoot
Assets/_Chateau/Runtime/Core/GameServiceBase.cs,66,b4e66a2831dcbeafa8232a86d781fd90f22901c896aeca83c8f318c6a510da55,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Core/IGameService.cs,10,e4118d0f3c7812619e935b8a9cda92e37216fddf68e8bcc5a4a747fb21f21fb9,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Core/StateMachine.cs,62,4e0ce2b3c2774a1191e91420f15776d9a09cad762586a9be1f2920c98798b8e7,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Core/ValidationReport.cs,101,55837cc169746a77d6da17073a34ab903b09da10bec14e71668782a3177c2d0c,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Data/DefinitionAssetBase.cs,27,06084c1839309fe191e24e23572b9339d0510aeef79d0ca64af1e6e80bce5163,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Data/GameDatabase.cs,52,76b69ae34500156a62be031023bad48003ce2658271a08ff6d3978e46a6c7c56,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Gameplay/ActorControllerBase.cs,6,364fd75172285f905215ca4a1877e222fbb29d77563b62d01d563e03ad708daf,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Gameplay/ActorMotorBase.cs,6,9bce011a0102b1c9e0c8950999f7d01590ecc7e2138f48c714162be4519f55ad,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Gameplay/ActorPresenterBase.cs,6,3bbd8f29016ec483aa3807fc68ee2baa45db5fb662196dde3d50fe85e25c8e87,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Gameplay/ChapterControllerBase.cs,6,a8ab1a440d015636200782945d1f4fb2c22eb15eb579e35c4bd9b86025ec8046,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Gameplay/ChapterFeatureBase.cs,10,3ba56de6ae0f0aaf37223ed0ad66ae28568618211f1f2e2af05db93a7d58ffee,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Gameplay/InteractionTargetBase.cs,6,30c69884ec98ab1867ff07c17e12c3baec2a3c26c05286caaa68e62ea57f86a7,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Gameplay/RoomElementBase.cs,6,67065aa8dc7ae838ee4922d7ad707d71a8e557431cd5a8f47cdb88d1af31347a,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Gameplay/StoryBeatBase.cs,21,35aef3731071e18debe7233a75e22cb70f7a51408d98458a07afb7cfa929ba38,0,0,0,0,0,0,
Assets/_Chateau/Runtime/Gameplay/UIScreenBase.cs,6,866b461d97830757f363d92748de6765afca6ef83e8261b77c47be9559a9cfd1,0,0,0,0,0,0,
Assets/_Chateau/Runtime/UI/GameTimeHUD.cs,89,c9dd0bd8b00201ea29fedfd15a8f7f41c3841d311eb541a1472e5c8b7eaf4e2c,0,0,0,0,0,0,
Assets/_Chateau/Runtime/World/Navigation/INavigationService.cs,12,d7171f63fa9bdbf79644c4c7c20f9f5cc7347370f34e183c4d4d2bf00d3954ca,0,0,0,0,0,0,
Assets/_Chateau/Runtime/World/Rooms/Passages/Passage.cs,85,21b86299bc689332bd854c11b048582bc274988927cfbc6834c7f75bf5f7c4cf,0,0,0,0,0,0,
Assets/_Chateau/Runtime/World/Rooms/Passages/PassageAnchorData.cs,13,b80525356b71ad33bfd5cf89bf0baeb3c41cf61e26e5ff9d470e98f0d5d822bc,0,0,0,0,0,0,
Assets/_Chateau/Runtime/World/Rooms/Passages/PassageDefinition.cs,88,213231011057b9db13c8c40e621f75bf6e02f763bd65ebcfeb70d61109abe6ff,0,0,0,0,0,0,
Assets/_Chateau/Runtime/World/Rooms/Passages/PassageKind.cs,8,1374b5bfe1138934658fe0333023fc270d7bc631e46d224ff56e58d1c915afa1,0,0,0,0,0,0,
Assets/_Chateau/Runtime/World/Rooms/Props/SetPieces/RoomDepthResolver.cs,21,244cd5be85edfb4b9cd55b507504a66d4ddc3457b973e82e1e28ce01ac2bc049,0,0,0,0,0,0,
Assets/_Chateau/Runtime/World/Rooms/Props/SetPieces/SetPieceView.cs,86,0a57f7b78ff95045a4a14a104622dac4e302eeb3e0cfc9dc1e5e837de24bb39c,0,0,0,0,0,0,
Assets/_Chateau/Runtime/World/Rooms/RoomDefinition.cs,118,414fffec0a1d890aeffce5d4c873aaf309d8d3b1f5d463c147b999cde517847b,0,0,0,0,0,0,
Assets/_Chateau/Runtime/World/Rooms/RoomView.cs,46,b0d8a500af530275c7a08f410cb659e3886452161a70e2e77df674de904efa6e,0,0,0,0,0,0,
Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1ArrivalController.cs,6550,a570e7b22bf6bf0c240c634be45358a31753545f01542ad3a9cbdd0e3d6e4689,2,2,4,9,0,0,
Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1CoatPickup.cs,245,66ea4162715ef550570984aa5a7e8ade9906eb12fb1ded6dae2900ae91695b59,2,0,0,0,0,0,Chapter1CoatPickup
Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1InteractionHUD.cs,156,fe4618ccb76b6962f37035999660df21f5eea99979be71fb6cbe19cfa20de896,3,0,3,0,0,0,Chapter1InteractionHUD
Assets/_Chateau/Scripts/Chapter/Chapter01/Chapter1SceneAction.cs,528,370d3022388c7dafab7a291962bde32ae8a4fa9577a3a4c15086a7a37101d20c,3,0,0,0,0,0,Chapter1SceneAction
Assets/_Chateau/Scripts/Chapter/Chapter01/GuestArrivalConfig.cs,146,af55b1038cac87f84b12310ab266473c26ddac2b7a3154fbe4ec308d01d8702d,0,0,0,1,0,0,
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2Controller.cs,1246,9c29585267dbcd7cec2d533b839d5d680eacb06c662bb4e638f47e8f584b637a,0,0,0,0,0,0,
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestFindAction.cs,397,c2c82c1dd29762c5818a1d6ae7f7c4d0cd2a0377f8ab019a5e25b294ab834894,2,0,0,0,0,0,Chapter2GuestFindAction
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestPanicController.cs,2814,339937383a830fbe27785a43d6171ab8a6760e7f1258bfaca9b9e3df8cc3c674,6,3,1,2,0,0,
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2GuestSearchController.cs,2742,5f65c3426d90ae279b7e8036757ae421f7e0538e8eba46701f88fe0d7888b6e1,5,0,2,3,0,0,
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2InteractionHUD.cs,1104,b306a2c974e59660776ab815135ab52d0bcf9ac4ab307ec7f8ea3a7bb845bbe5,2,2,12,0,0,0,Chapter2InteractionHUD
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2MonsterStingerController.cs,794,d15d01008612654d92b563e975637fea247fddb65c002fb03ff583d38610966b,0,0,0,0,0,0,
Assets/_Chateau/Scripts/Chapter/Chapter02/Chapter2PanicAnimationLibrary.cs,196,44f7512c3077178486a8d44ee20e05de7e9879a9c73f5fa6c936c9d1c9ce80ca,0,0,0,0,0,0,
